basis,n_species,MAE_kcal_mol,RMSE_kcal_mol,abs_MaxE_kcal_mol
aug-ano-pV(D+d)Z_refcorr,53,3.1532838598264954,3.859662282082513,12.341958711063697
aug-ano-pV(T+d)Z_refcorr,53,0.6245524007926567,0.9701158933663142,4.519180601338789
aug-ano-pV(Q+d)Z_refcorr,47,0.6263714323835791,0.8140645428423359,2.6226563386888415
aug-cc-pV(D+d)Z_refcorr,46,2.360504320199857,3.2451475220133337,11.514201624093275
aug-cc-pV(T+d)Z_refcorr,40,0.7297921671654404,1.0085607367938818,3.8047392643013325
aug-cc-pV(Q+d)Z_refcorr,47,0.5287502438969017,0.7046153651342767,2.0779436526515838
