config_dir,ee_cutoff,en_cutoff,een_cutoff,ee_order,en_order,een_order,species,CCSD(T)_energy_Ha,heat_energy_Ha,error_Ha,error_mHa
4.5_0_1_order_7_0_6,4.5,0.0,1.0,7,0,6,NH3,-56.535563097265,-56.564955,0.02939190273500003,29.39190273500003
4.5_0_1_order_9_0_2,4.5,0.0,1.0,9,0,2,CH3,-39.808440566664,-39.836136,0.02769543333600666,27.69543333600666
4.5_0_1_order_9_0_2,4.5,0.0,1.0,9,0,2,F2,-199.430486488176,-199.532431,0.10194451182400144,101.94451182400144
4.5_0_1_order_9_0_2,4.5,0.0,1.0,9,0,2,HF,-100.411648107037,-100.460908,0.0492598929630077,49.2598929630077
4.5_0_1_order_9_0_2,4.5,0.0,1.0,9,0,2,NH2,-55.845792430179,-55.880866,0.03507356982099452,35.07356982099452
4.5_0_1_order_9_0_2,4.5,0.0,1.0,9,0,2,NH3,-56.524921379385,-56.564955,0.04003362061499871,40.03362061499871
4.5_0_1_order_9_0_4,4.5,0.0,1.0,9,0,4,CH3,-39.815191215262,-39.836136,0.020944784738006206,20.944784738006206
4.5_0_1_order_9_0_4,4.5,0.0,1.0,9,0,4,F2,-199.457407365847,-199.532431,0.07502363415301261,75.02363415301261
4.5_0_1_order_9_0_4,4.5,0.0,1.0,9,0,4,HF,-100.42614822852,-100.460908,0.034759771479997426,34.759771479997426
4.5_0_1_order_9_0_4,4.5,0.0,1.0,9,0,4,NH2,-55.853875012455,-55.880866,0.02699098754499829,26.99098754499829
4.5_0_1_order_9_0_4,4.5,0.0,1.0,9,0,4,NH3,-56.533272858721,-56.564955,0.031682141278999154,31.682141278999154
4.5_0_1_order_9_0_6,4.5,0.0,1.0,9,0,6,CH3,-39.816382098697,-39.836136,0.01975390130300525,19.75390130300525
4.5_0_1_order_9_0_6,4.5,0.0,1.0,9,0,6,F2,-199.465486267618,-199.532431,0.06694473238201226,66.94473238201226
4.5_0_1_order_9_0_6,4.5,0.0,1.0,9,0,6,HF,-100.430394838388,-100.460908,0.030513161612006456,30.513161612006456
4.5_0_1_order_9_0_6,4.5,0.0,1.0,9,0,6,NH2,-55.855815393142,-55.880866,0.025050606857995206,25.050606857995206
4.5_0_1_order_9_0_6,4.5,0.0,1.0,9,0,6,NH3,-56.56498240755,-56.564955,-2.740755000019135e-05,-0.02740755000019135
4.5_0_2_order_5_0_2,4.5,0.0,2.0,5,0,2,CH3,-39.818367575121,-39.836136,0.017768424879001543,17.768424879001543
4.5_0_2_order_5_0_2,4.5,0.0,2.0,5,0,2,F2,-199.496153746289,-199.532431,0.0362772537110061,36.2772537110061
4.5_0_2_order_5_0_2,4.5,0.0,2.0,5,0,2,HF,-100.437780665399,-100.460908,0.023127334600999916,23.127334600999916
4.5_0_2_order_5_0_2,4.5,0.0,2.0,5,0,2,NH2,-55.858697214214,-55.880866,0.022168785786000456,22.168785786000456
4.5_0_2_order_5_0_2,4.5,0.0,2.0,5,0,2,NH3,-56.53880061313,-56.564955,0.02615438686999738,26.15438686999738
4.5_0_2_order_5_0_4,4.5,0.0,2.0,5,0,4,CH3,-39.825666154522,-39.836136,0.010469845478006334,10.469845478006334
4.5_0_2_order_5_0_4,4.5,0.0,2.0,5,0,4,F2,-199.497965631516,-199.532431,0.03446536848400683,34.46536848400683
4.5_0_2_order_5_0_4,4.5,0.0,2.0,5,0,4,HF,-100.447290226276,-100.460908,0.01361777372400752,13.61777372400752
