config_dir,ee_cutoff,en_cutoff,een_cutoff,ee_order,en_order,een_order,species,CCSD(T)_energy_Ha,heat_energy_Ha,error_Ha,error_mHa
4.5_0_2_order_5_0_4,4.5,0.0,2.0,5,0,4,NH2,-55.867825295414,-55.880866,0.01304070458599682,13.04070458599682
4.5_0_2_order_5_0_4,4.5,0.0,2.0,5,0,4,NH3,-56.549573545282,-56.564955,0.015381454717996235,15.381454717996235
4.5_0_2_order_5_0_6,4.5,0.0,2.0,5,0,6,CH3,-39.828167598042,-39.836136,0.007968401958002858,7.9684019580028576
4.5_0_2_order_5_0_6,4.5,0.0,2.0,5,0,6,F2,-199.501469510061,-199.532431,0.030961489938988507,30.961489938988507
4.5_0_2_order_5_0_6,4.5,0.0,2.0,5,0,6,HF,-100.450786991286,-100.460908,0.010121008714008894,10.121008714008894
4.5_0_2_order_5_0_6,4.5,0.0,2.0,5,0,6,NH2,-55.870769185921,-55.880866,0.010096814078998761,10.096814078998761
4.5_0_2_order_5_0_6,4.5,0.0,2.0,5,0,6,NH3,-56.552949103669,-56.564955,0.012005896330997246,12.005896330997246
4.5_0_2_order_7_0_2,4.5,0.0,2.0,7,0,2,CH3,-39.814217600793,-39.836136,0.021918399207002892,21.918399207002892
4.5_0_2_order_7_0_2,4.5,0.0,2.0,7,0,2,F2,-199.439719543793,-199.532431,0.09271145620701304,92.71145620701304
4.5_0_2_order_7_0_2,4.5,0.0,2.0,7,0,2,HF,-100.41451201961,-100.460908,0.04639598039000248,46.39598039000248
4.5_0_2_order_7_0_2,4.5,0.0,2.0,7,0,2,NH2,-55.85084877617,-55.880866,0.030017223830000717,30.017223830000717
4.5_0_2_order_7_0_2,4.5,0.0,2.0,7,0,2,NH3,-56.530166741419,-56.564955,0.034788258580995546,34.788258580995546
4.5_0_2_order_7_0_4,4.5,0.0,2.0,7,0,4,CH3,-39.825636894888,-39.836136,0.010499105112003804,10.499105112003804
4.5_0_2_order_7_0_4,4.5,0.0,2.0,7,0,4,F2,-199.496702276223,-199.532431,0.035728723776998095,35.728723776998095
4.5_0_2_order_7_0_4,4.5,0.0,2.0,7,0,4,HF,-100.446958178336,-100.460908,0.013949821663999273,13.949821663999273
4.5_0_2_order_7_0_4,4.5,0.0,2.0,7,0,4,NH2,-55.867699246434,-55.880866,0.013166753565997169,13.166753565997169
4.5_0_2_order_7_0_4,4.5,0.0,2.0,7,0,4,NH3,-56.549629219667,-56.564955,0.015325780333000694,15.325780333000694
4.5_0_2_order_7_0_6,4.5,0.0,2.0,7,0,6,CH3,-39.828326671032,-39.836136,0.007809328968001239,7.809328968001239
4.5_0_2_order_7_0_6,4.5,0.0,2.0,7,0,6,F2,-199.501705843238,-199.532431,0.030725156762002825,30.725156762002825
4.5_0_2_order_7_0_6,4.5,0.0,2.0,7,0,6,HF,-100.450842411653,-100.460908,0.010065588347003995,10.065588347003995
4.5_0_2_order_7_0_6,4.5,0.0,2.0,7,0,6,NH2,-55.870915856979,-55.880866,0.009950143020994062,9.950143020994062
4.5_0_2_order_7_0_6,4.5,0.0,2.0,7,0,6,NH3,-56.55298318754,-56.564955,0.011971812459997011,11.971812459997011
4.5_0_2_order_9_0_2,4.5,0.0,2.0,9,0,2,CH3,-39.814220863059,-39.836136,0.02191513694100422,21.91513694100422
4.5_0_2_order_9_0_2,4.5,0.0,2.0,9,0,2,F2,-199.43605350476,-199.532431,0.09637749524000583,96.37749524000583
4.5_0_2_order_9_0_2,4.5,0.0,2.0,9,0,2,HF,-100.412772721462,-100.460908,0.04813527853799826,48.13527853799826
4.5_0_2_order_9_0_2,4.5,0.0,2.0,9,0,2,NH2,-55.850576899751,-55.880866,0.030289100249,30.289100249
4.5_0_2_order_9_0_2,4.5,0.0,2.0,9,0,2,NH3,-56.529906258562,-56.564955,0.035048741437996966,35.048741437996966
4.5_0_2_order_9_0_4,4.5,0.0,2.0,9,0,4,CH3,-39.825503510597,-39.836136,0.010632489403000989,10.632489403000989
4.5_0_2_order_9_0_4,4.5,0.0,2.0,9,0,4,F2,-199.495907803261,-199.532431,0.03652319673901161,36.52319673901161
4.5_0_2_order_9_0_4,4.5,0.0,2.0,9,0,4,HF,-100.446827684221,-100.460908,0.014080315778997488,14.080315778997488
4.5_0_2_order_9_0_4,4.5,0.0,2.0,9,0,4,NH2,-55.867628991904,-55.880866,0.013237008095998704,13.237008095998704
4.5_0_2_order_9_0_4,4.5,0.0,2.0,9,0,4,NH3,-56.549444498364,-56.564955,0.015510501636001095,15.510501636001095
4.5_0_2_order_9_0_6,4.5,0.0,2.0,9,0,6,CH3,-39.828498480698,-39.836136,0.007637519302001294,7.637519302001294
4.5_0_2_order_9_0_6,4.5,0.0,2.0,9,0,6,F2,-199.501639555805,-199.532431,0.030791444194989026,30.791444194989026
4.5_0_2_order_9_0_6,4.5,0.0,2.0,9,0,6,HF,-100.450886085772,-100.460908,0.010021914228005357,10.021914228005357
4.5_0_2_order_9_0_6,4.5,0.0,2.0,9,0,6,NH2,-55.871007580046,-55.880866,0.009858419953999942,9.858419953999942
4.5_0_2_order_9_0_6,4.5,0.0,2.0,9,0,6,NH3,-56.553108985173,-56.564955,0.011846014827000317,11.846014827000317
4.5_0_3_order_5_0_4,4.5,0.0,3.0,5,0,4,CH3,-39.830998351053,-39.836136,0.005137648947005857,5.137648947005857
4.5_0_3_order_5_0_4,4.5,0.0,3.0,5,0,4,F2,-199.508423239472,-199.532431,0.024007760528007793,24.007760528007793
4.5_0_3_order_5_0_4,4.5,0.0,3.0,5,0,4,HF,-100.452128707483,-100.460908,0.008779292517004933,8.779292517004933
4.5_0_3_order_5_0_4,4.5,0.0,3.0,5,0,4,NH2,-55.8736287133,-55.880866,0.007237286699997014,7.237286699997014
4.5_0_3_order_5_0_4,4.5,0.0,3.0,5,0,4,NH3,-56.555807456198,-56.564955,0.009147543801994118,9.147543801994118
4.5_0_3_order_5_0_6,4.5,0.0,3.0,5,0,6,CH3,-39.832237066571,-39.836136,0.0038989334290064903,3.8989334290064903
4.5_0_3_order_5_0_6,4.5,0.0,3.0,5,0,6,F2,-199.506221492875,-199.532431,0.02620950712500303,26.20950712500303
4.5_0_3_order_5_0_6,4.5,0.0,3.0,5,0,6,HF,-100.453181189349,-100.460908,0.007726810651007554,7.726810651007554
4.5_0_3_order_5_0_6,4.5,0.0,3.0,5,0,6,NH2,-55.875077064329,-55.880866,0.005788935670999251,5.788935670999251
4.5_0_3_order_5_0_6,4.5,0.0,3.0,5,0,6,NH3,-56.557629456214,-56.564955,0.007325543785995592,7.325543785995592
4.5_0_3_order_5_0_8,4.5,0.0,3.0,5,0,8,CH3,-39.832510896339,-39.836136,0.0036251036610011056,3.6251036610011056
4.5_0_3_order_5_0_8,4.5,0.0,3.0,5,0,8,F2,-199.505680556107,-199.532431,0.026750443893007514,26.750443893007514
4.5_0_3_order_5_0_8,4.5,0.0,3.0,5,0,8,HF,-100.45261321101,-100.460908,0.008294788989999802,8.294788989999802
4.5_0_3_order_5_0_8,4.5,0.0,3.0,5,0,8,NH2,-55.875269823186,-55.880866,0.005596176813995157,5.596176813995157
4.5_0_3_order_5_0_8,4.5,0.0,3.0,5,0,8,NH3,-56.55761481229,-56.564955,0.007340187709999668,7.340187709999668
4.5_0_3_order_7_0_4,4.5,0.0,3.0,7,0,4,CH3,-39.83119276395,-39.836136,0.004943236050003463,4.943236050003463
4.5_0_3_order_7_0_4,4.5,0.0,3.0,7,0,4,F2,-199.507831699354,-199.532431,0.024599300646002575,24.599300646002575
4.5_0_3_order_7_0_4,4.5,0.0,3.0,7,0,4,HF,-100.451523160273,-100.460908,0.009384839727005101,9.384839727005101
4.5_0_3_order_7_0_4,4.5,0.0,3.0,7,0,4,NH2,-55.873589416734,-55.880866,0.007276583265998227,7.276583265998227
4.5_0_3_order_7_0_4,4.5,0.0,3.0,7,0,4,NH3,-56.556027035006,-56.564955,0.008927964994001059,8.927964994001059
4.5_0_3_order_7_0_6,4.5,0.0,3.0,7,0,6,CH3,-39.832519443335,-39.836136,0.0036165566650012693,3.6165566650012693
4.5_0_3_order_7_0_6,4.5,0.0,3.0,7,0,6,F2,-199.506456359241,-199.532431,0.0259746407589887,25.9746407589887
4.5_0_3_order_7_0_6,4.5,0.0,3.0,7,0,6,HF,-100.453322590551,-100.460908,0.007585409449006875,7.585409449006875
4.5_0_3_order_7_0_6,4.5,0.0,3.0,7,0,6,NH2,-55.875028734954,-55.880866,0.005837265045997242,5.837265045997242
4.5_0_3_order_7_0_6,4.5,0.0,3.0,7,0,6,NH3,-56.557733052773,-56.564955,0.007221947226994985,7.221947226994985
4.5_0_3_order_7_0_8,4.5,0.0,3.0,7,0,8,CH3,-39.83247598902,-39.836136,0.003660010980006234,3.660010980006234
4.5_0_3_order_7_0_8,4.5,0.0,3.0,7,0,8,F2,-199.506136321293,-199.532431,0.026294678706989316,26.294678706989316
4.5_0_3_order_7_0_8,4.5,0.0,3.0,7,0,8,HF,-100.453000975382,-100.460908,0.00790702461800663,7.907024618006631
4.5_0_3_order_7_0_8,4.5,0.0,3.0,7,0,8,NH2,-55.875289199139,-55.880866,0.0055768008610002084,5.576800861000208
4.5_0_3_order_7_0_8,4.5,0.0,3.0,7,0,8,NH3,-56.557884015299,-56.564955,0.007070984700995098,7.070984700995098
4.5_0_3_order_9_0_4,4.5,0.0,3.0,9,0,4,CH3,-39.830677171072,-39.836136,0.005458828928006199,5.458828928006199
4.5_0_3_order_9_0_4,4.5,0.0,3.0,9,0,4,F2,-199.506330614015,-199.532431,0.026100385984989316,26.100385984989316
4.5_0_3_order_9_0_4,4.5,0.0,3.0,9,0,4,HF,-100.451135261706,-100.460908,0.009772738294003602,9.772738294003602
4.5_0_3_order_9_0_4,4.5,0.0,3.0,9,0,4,NH2,-55.873389443789,-55.880866,0.007476556210995966,7.476556210995966
4.5_0_3_order_9_0_4,4.5,0.0,3.0,9,0,4,NH3,-56.555847199422,-56.564955,0.009107800578000536,9.107800578000536
4.5_0_3_order_9_0_6,4.5,0.0,3.0,9,0,6,CH3,-39.832414543742,-39.836136,0.0037214562580061283,3.7214562580061283
4.5_0_3_order_9_0_6,4.5,0.0,3.0,9,0,6,F2,-199.506512902651,-199.532431,0.025918097349006075,25.918097349006075
4.5_0_3_order_9_0_6,4.5,0.0,3.0,9,0,6,HF,-100.453534566128,-100.460908,0.007373433872004398,7.373433872004398
4.5_0_3_order_9_0_6,4.5,0.0,3.0,9,0,6,NH2,-55.87527964274,-55.880866,0.005586357260000341,5.586357260000341
4.5_0_3_order_9_0_6,4.5,0.0,3.0,9,0,6,NH3,-56.55760994083,-56.564955,0.007345059169999502,7.345059169999502
4.5_0_3_order_9_0_8,4.5,0.0,3.0,9,0,8,CH3,-39.832643099212,-39.836136,0.0034929007880037943,3.4929007880037943
4.5_0_3_order_9_0_8,4.5,0.0,3.0,9,0,8,F2,-199.505844900079,-199.532431,0.02658609992099059,26.58609992099059
4.5_0_3_order_9_0_8,4.5,0.0,3.0,9,0,8,HF,-100.453026967224,-100.460908,0.007881032775998165,7.881032775998165
4.5_0_3_order_9_0_8,4.5,0.0,3.0,9,0,8,NH2,-55.875244269279,-55.880866,0.005621730720996254,5.621730720996254
4.5_0_3_order_9_0_8,4.5,0.0,3.0,9,0,8,NH3,-56.557703578827,-56.564955,0.007251421172995265,7.251421172995265
4.5_1_0_order_5_5_0,4.5,1.0,0.0,5,5,0,CH3,-39.813614372826,-39.836136,0.02252162717400097,22.52162717400097
4.5_1_0_order_5_5_0,4.5,1.0,0.0,5,5,0,F2,-199.469706200132,-199.532431,0.0627247998679934,62.7247998679934
4.5_1_0_order_5_5_0,4.5,1.0,0.0,5,5,0,HF,-100.428838574354,-100.460908,0.03206942564600013,32.06942564600013
4.5_1_0_order_5_5_0,4.5,1.0,0.0,5,5,0,NH2,-55.852803137088,-55.880866,0.028062862911994557,28.062862911994557
4.5_1_0_order_5_5_0,4.5,1.0,0.0,5,5,0,NH3,-56.532411877455,-56.564955,0.03254312254500036,32.54312254500036
4.5_1_0_order_5_7_0,4.5,1.0,0.0,5,7,0,CH3,-39.81367026513,-39.836136,0.022465734870003473,22.465734870003473
4.5_1_0_order_5_7_0,4.5,1.0,0.0,5,7,0,F2,-199.469887251238,-199.532431,0.06254374876201041,62.54374876201041
4.5_1_0_order_5_7_0,4.5,1.0,0.0,5,7,0,HF,-100.429032103525,-100.460908,0.03187589647500033,31.87589647500033
4.5_1_0_order_5_7_0,4.5,1.0,0.0,5,7,0,NH2,-55.852870816248,-55.880866,0.027995183751997388,27.995183751997388
4.5_1_0_order_5_7_0,4.5,1.0,0.0,5,7,0,NH3,-56.532469742493,-56.564955,0.032485257506998266,32.485257506998266
4.5_1_0_order_5_9_0,4.5,1.0,0.0,5,9,0,CH3,-39.813691788644,-39.836136,0.022444211356003052,22.444211356003052
4.5_1_0_order_5_9_0,4.5,1.0,0.0,5,9,0,F2,-199.470126630792,-199.532431,0.062304369207993204,62.304369207993204
4.5_1_0_order_5_9_0,4.5,1.0,0.0,5,9,0,HF,-100.428984488427,-100.460908,0.03192351157299811,31.92351157299811
4.5_1_0_order_5_9_0,4.5,1.0,0.0,5,9,0,NH2,-55.852905324667,-55.880866,0.02796067533299862,27.96067533299862
4.5_1_0_order_5_9_0,4.5,1.0,0.0,5,9,0,NH3,-56.532481787268,-56.564955,0.032473212732000434,32.473212732000434
4.5_1_0_order_7_5_0,4.5,1.0,0.0,7,5,0,CH3,-39.811397848067,-39.836136,0.02473815193300055,24.73815193300055
4.5_1_0_order_7_5_0,4.5,1.0,0.0,7,5,0,F2,-199.436896640146,-199.532431,0.09553435985401393,95.53435985401393
4.5_1_0_order_7_5_0,4.5,1.0,0.0,7,5,0,HF,-100.413692366561,-100.460908,0.04721563343900925,47.21563343900925
4.5_1_0_order_7_5_0,4.5,1.0,0.0,7,5,0,NH2,-55.848306556935,-55.880866,0.03255944306499714,32.55944306499714
4.5_1_0_order_7_5_0,4.5,1.0,0.0,7,5,0,NH3,-56.527443387443,-56.564955,0.03751161255699742,37.51161255699742
4.5_1_0_order_7_7_0,4.5,1.0,0.0,7,7,0,CH3,-39.811481104938,-39.836136,0.024654895062006688,24.654895062006688
4.5_1_0_order_7_7_0,4.5,1.0,0.0,7,7,0,F2,-199.437095129224,-199.532431,0.09533587077601169,95.33587077601169
4.5_1_0_order_7_7_0,4.5,1.0,0.0,7,7,0,HF,-100.413791483533,-100.460908,0.04711651646699977,47.11651646699977
4.5_1_0_order_7_7_0,4.5,1.0,0.0,7,7,0,NH2,-55.848343387824,-55.880866,0.03252261217599539,32.52261217599539
4.5_1_0_order_7_7_0,4.5,1.0,0.0,7,7,0,NH3,-56.527417740784,-56.564955,0.03753725921599482,37.53725921599482
4.5_1_0_order_7_9_0,4.5,1.0,0.0,7,9,0,CH3,-39.811412457493,-39.836136,0.02472354250700448,24.72354250700448
4.5_1_0_order_7_9_0,4.5,1.0,0.0,7,9,0,F2,-199.437128814293,-199.532431,0.09530218570699844,95.30218570699844
4.5_1_0_order_7_9_0,4.5,1.0,0.0,7,9,0,HF,-100.413823301608,-100.460908,0.04708469839199836,47.08469839199836
4.5_1_0_order_7_9_0,4.5,1.0,0.0,7,9,0,NH2,-55.84836858244,-55.880866,0.0324974175599948,32.4974175599948
4.5_1_0_order_7_9_0,4.5,1.0,0.0,7,9,0,NH3,-56.52748052736,-56.564955,0.03747447263999959,37.47447263999959
4.5_1_0_order_9_5_0,4.5,1.0,0.0,9,5,0,CH3,-39.811389684675,-39.836136,0.02474631532500382,24.74631532500382
4.5_1_0_order_9_5_0,4.5,1.0,0.0,9,5,0,F2,-199.433229346808,-199.532431,0.09920165319201146,99.20165319201146
4.5_1_0_order_9_5_0,4.5,1.0,0.0,9,5,0,HF,-100.412422250873,-100.460908,0.048485749126996325,48.485749126996325
4.5_1_0_order_9_5_0,4.5,1.0,0.0,9,5,0,NH2,-55.848084166879,-55.880866,0.03278183312099969,32.78183312099969
4.5_1_0_order_9_5_0,4.5,1.0,0.0,9,5,0,NH3,-56.527089384456,-56.564955,0.03786561554399981,37.86561554399981
4.5_1_0_order_9_7_0,4.5,1.0,0.0,9,7,0,CH3,-39.811401379798,-39.836136,0.02473462020200401,24.73462020200401
4.5_1_0_order_9_7_0,4.5,1.0,0.0,9,7,0,F2,-199.433347324676,-199.532431,0.0990836753240103,99.0836753240103
4.5_1_0_order_9_7_0,4.5,1.0,0.0,9,7,0,HF,-100.412551209778,-100.460908,0.04835679022200168,48.35679022200168
4.5_1_0_order_9_7_0,4.5,1.0,0.0,9,7,0,NH2,-55.848113951802,-55.880866,0.03275204819799882,32.75204819799882
4.5_1_0_order_9_7_0,4.5,1.0,0.0,9,7,0,NH3,-56.527147803897,-56.564955,0.03780719610299599,37.80719610299599
4.5_1_0_order_9_9_0,4.5,1.0,0.0,9,9,0,CH3,-39.811469770921,-39.836136,0.024666229079002733,24.666229079002733
4.5_1_0_order_9_9_0,4.5,1.0,0.0,9,9,0,F2,-199.433471832305,-199.532431,0.0989591676949999,98.9591676949999
4.5_1_0_order_9_9_0,4.5,1.0,0.0,9,9,0,HF,-100.412526315289,-100.460908,0.04838168471100346,48.38168471100346
4.5_1_0_order_9_9_0,4.5,1.0,0.0,9,9,0,NH2,-55.848104592744,-55.880866,0.032761407255996744,32.761407255996744
4.5_1_0_order_9_9_0,4.5,1.0,0.0,9,9,0,NH3,-56.527104101387,-56.564955,0.0378508986129944,37.8508986129944
4.5_1_1_order_5_5_2,4.5,1.0,1.0,5,5,2,CH3,-39.814560416164,-39.836136,0.021575583836003887,21.575583836003887
4.5_1_1_order_5_5_2,4.5,1.0,1.0,5,5,2,F2,-199.470150523731,-199.532431,0.062280476268995244,62.280476268995244
4.5_1_1_order_5_5_2,4.5,1.0,1.0,5,5,2,HF,-100.428922255972,-100.460908,0.031985744028006025,31.985744028006025
4.5_1_1_order_5_5_2,4.5,1.0,1.0,5,5,2,NH2,-55.853214790462,-55.880866,0.027651209537999932,27.651209537999932
4.5_1_1_order_5_5_2,4.5,1.0,1.0,5,5,2,NH3,-56.532859634323,-56.564955,0.03209536567699445,32.09536567699445
4.5_1_1_order_5_5_4,4.5,1.0,1.0,5,5,4,CH3,-39.81678066834,-39.836136,0.019355331660001696,19.355331660001696
4.5_1_1_order_5_5_4,4.5,1.0,1.0,5,5,4,F2,-199.460617815012,-199.532431,0.07181318498800238,71.81318498800238
4.5_1_1_order_5_5_4,4.5,1.0,1.0,5,5,4,HF,-100.426608078987,-100.460908,0.03429992101300172,34.29992101300172
4.5_1_1_order_5_5_4,4.5,1.0,1.0,5,5,4,NH2,-55.854982846817,-55.880866,0.0258831531829955,25.8831531829955
4.5_1_1_order_5_5_4,4.5,1.0,1.0,5,5,4,NH3,-56.534475513242,-56.564955,0.030479486757997165,30.479486757997165
4.5_1_1_order_7_5_2,4.5,1.0,1.0,7,5,2,CH3,-39.811835204387,-39.836136,0.02430079561300147,24.30079561300147
4.5_1_1_order_7_5_2,4.5,1.0,1.0,7,5,2,F2,-199.43551137072,-199.532431,0.09691962927999498,96.91962927999498
4.5_1_1_order_7_5_2,4.5,1.0,1.0,7,5,2,HF,-100.413001338487,-100.460908,0.04790666151299661,47.90666151299661
4.5_1_1_order_7_5_2,4.5,1.0,1.0,7,5,2,NH2,-55.848155680669,-55.880866,0.03271031933099522,32.71031933099522
4.5_1_1_order_7_5_2,4.5,1.0,1.0,7,5,2,NH3,-56.527220243109,-56.564955,0.037734756890998256,37.734756890998256
4.5_1_1_order_7_5_4,4.5,1.0,1.0,7,5,4,CH3,-39.817037606311,-39.836136,0.019098393689006343,19.098393689006343
4.5_1_1_order_7_5_4,4.5,1.0,1.0,7,5,4,F2,-199.46207128399,-199.532431,0.07035971600998892,70.35971600998892
4.5_1_1_order_7_5_4,4.5,1.0,1.0,7,5,4,HF,-100.427950178276,-100.460908,0.03295782172399697,32.95782172399697
4.5_1_1_order_7_5_4,4.5,1.0,1.0,7,5,4,NH2,-55.855596683191,-55.880866,0.0252693168089948,25.2693168089948
4.5_1_1_order_7_5_4,4.5,1.0,1.0,7,5,4,NH3,-56.535150137341,-56.564955,0.029804862658998843,29.804862658998843
4.5_1_1_order_7_7_2,4.5,1.0,1.0,7,7,2,CH3,-39.811784439645,-39.836136,0.024351560355000856,24.351560355000856
4.5_1_1_order_7_7_2,4.5,1.0,1.0,7,7,2,F2,-199.435781348906,-199.532431,0.09664965109399759,96.64965109399759
4.5_1_1_order_7_7_2,4.5,1.0,1.0,7,7,2,HF,-100.413056929096,-100.460908,0.04785107090400231,47.85107090400231
4.5_1_1_order_7_7_2,4.5,1.0,1.0,7,7,2,NH2,-55.848217168298,-55.880866,0.03264883170199795,32.64883170199795
4.5_1_1_order_7_7_2,4.5,1.0,1.0,7,7,2,NH3,-56.527272911515,-56.564955,0.0376820884849991,37.6820884849991
4.5_1_1_order_7_7_4,4.5,1.0,1.0,7,7,4,CH3,-39.817241105933,-39.836136,0.018894894067003065,18.894894067003065
4.5_1_1_order_7_7_4,4.5,1.0,1.0,7,7,4,F2,-199.462596753,-199.532431,0.06983424699998864,69.83424699998864
4.5_1_1_order_7_7_4,4.5,1.0,1.0,7,7,4,HF,-100.433494408312,-100.460908,0.027413591688002725,27.413591688002725
4.5_1_1_order_7_7_4,4.5,1.0,1.0,7,7,4,NH2,-55.855699251255,-55.880866,0.02516674874500069,25.16674874500069
4.5_1_1_order_7_7_4,4.5,1.0,1.0,7,7,4,NH3,-56.53527736171,-56.564955,0.029677638289996366,29.677638289996366
4.5_1_1_order_7_7_6,4.5,1.0,1.0,7,7,6,CH3,-39.817829665127,-39.836136,0.01830633487300304,18.30633487300304
4.5_1_1_order_7_7_6,4.5,1.0,1.0,7,7,6,F2,-199.466947607681,-199.532431,0.06548339231900968,65.48339231900968
4.5_1_1_order_7_7_6,4.5,1.0,1.0,7,7,6,HF,-100.430781869956,-100.460908,0.030126130044010324,30.126130044010324
4.5_1_1_order_7_7_6,4.5,1.0,1.0,7,7,6,NH2,-55.856743695654,-55.880866,0.02412230434599394,24.12230434599394
4.5_1_1_order_7_7_6,4.5,1.0,1.0,7,7,6,NH3,-56.571104295498,-56.564955,-0.006149295498005358,-6.149295498005358
4.5_1_1_order_9_5_2,4.5,1.0,1.0,9,5,2,CH3,-39.811707748791,-39.836136,0.024428251209002383,24.428251209002383
