project,system,basis,00,02a,02b,03,03_no_fci,04
g2_new_projection_5z,HOCl,pvdz,107,N/A,N/A,116,113.02,16.98
g2_new_projection_5z,HOCl,pvqz,103,N/A,N/A,1083,700.00,87.13
g2_new_projection_5z,HOCl,pvtz,72,N/A,N/A,430,364.00,25.26
g2_new_projection_5z,Li,avdz,1,N/A,N/A,6,6.00,22.65
g2_new_projection_5z,Li,avqz,5,N/A,N/A,37,36.78,22.56
g2_new_projection_5z,Li,avtz,3,N/A,N/A,16,15.95,22.99
g2_new_projection_5z,Li,pvdz,2,N/A,N/A,5,5.00,22.02
g2_new_projection_5z,Li,pvqz,7,N/A,N/A,22,21.93,23.01
g2_new_projection_5z,Li,pvtz,5,N/A,N/A,8,8.00,23.64
g2_new_projection_5z,Li2,avdz,4,N/A,N/A,77,74.40,12.51
g2_new_projection_5z,Li2,avqz,75,N/A,N/A,708,258.00,20.04
g2_new_projection_5z,Li2,avtz,11,N/A,N/A,155,110.60,20.57
g2_new_projection_5z,Li2,pvdz,14,N/A,N/A,67,66.92,12.86
g2_new_projection_5z,Li2,pvqz,27,N/A,N/A,343,206.00,13.61
g2_new_projection_5z,Li2,pvtz,10,N/A,N/A,156,147.32,12.49
g2_new_projection_5z,LiF,avdz,7,N/A,N/A,117,114.36,17.38
g2_new_projection_5z,LiF,avqz,91,N/A,N/A,1239,733.00,136.21
g2_new_projection_5z,LiF,avtz,15,N/A,N/A,292,246.20,36.96
g2_new_projection_5z,LiF,pvdz,36,N/A,N/A,120,119.81,17.79
g2_new_projection_5z,LiF,pvqz,42,N/A,N/A,567,401.00,34.78
g2_new_projection_5z,LiF,pvtz,19,N/A,N/A,216,203.50,14.43
g2_new_projection_5z,LiH,avdz,3,N/A,N/A,37,36.34,12.34
g2_new_projection_5z,LiH,avqz,25,N/A,N/A,366,183.00,17.79
g2_new_projection_5z,LiH,avtz,6,N/A,N/A,83,66.20,16.37
g2_new_projection_5z,LiH,pvdz,13,N/A,N/A,34,33.97,12.48
g2_new_projection_5z,LiH,pvqz,16,N/A,N/A,165,100.00,13.84
g2_new_projection_5z,LiH,pvtz,8,N/A,N/A,89,76.20,13.28
g2_new_projection_5z,N,avdz,3,N/A,N/A,20,19.55,22.94
g2_new_projection_5z,N,avqz,5,N/A,N/A,172,83.00,29.60
g2_new_projection_5z,N,avtz,2,N/A,N/A,42,33.14,41.86
g2_new_projection_5z,N,pvdz,5,N/A,N/A,20,19.54,26.62
g2_new_projection_5z,N,pvqz,6,N/A,N/A,97,61.10,26.52
g2_new_projection_5z,N,pvtz,4,N/A,N/A,39,36.06,23.80
g2_new_projection_5z,N2,avdz,10,N/A,N/A,87,84.43,14.38
g2_new_projection_5z,N2,avqz,62,N/A,N/A,1000,556.00,70.33
g2_new_projection_5z,N2,avtz,18,N/A,N/A,325,265.80,16.27
g2_new_projection_5z,N2,pvdz,62,N/A,N/A,90,87.42,16.76
g2_new_projection_5z,N2,pvqz,52,N/A,N/A,594,405.00,25.88
g2_new_projection_5z,N2,pvtz,25,N/A,N/A,183,166.30,15.66
g2_new_projection_5z,N2H4,avdz,158,N/A,N/A,402,373.80,26.97
g2_new_projection_5z,N2H4,avqz,2517,N/A,N/A,22871,11651.00,909.93
g2_new_projection_5z,N2H4,avtz,410,N/A,N/A,2195,1414.00,93.69
g2_new_projection_5z,N2H4,pvdz,1095,N/A,N/A,432,419.50,16.59
g2_new_projection_5z,N2H4,pvqz,1461,N/A,N/A,9223,4543.00,340.23
g2_new_projection_5z,N2H4,pvtz,767,N/A,N/A,3452,2026.00,171.50
g2_new_projection_5z,NH,avdz,7,N/A,N/A,45,42.08,24.28
g2_new_projection_5z,NH,avqz,27,N/A,N/A,988,299.00,71.81
g2_new_projection_5z,NH,avtz,7,N/A,N/A,118,58.00,28.04
g2_new_projection_5z,NH,pvdz,21,N/A,N/A,34,32.50,27.28
g2_new_projection_5z,NH,pvqz,23,N/A,N/A,621,196.00,37.43
g2_new_projection_5z,NH,pvtz,12,N/A,N/A,151,84.00,27.67
g2_new_projection_5z,NH2,avdz,11,N/A,N/A,70,62.96,25.48
g2_new_projection_5z,NH2,avqz,95,N/A,N/A,3493,943.00,154.27
g2_new_projection_5z,NH2,avtz,35,N/A,N/A,347,157.00,52.24
g2_new_projection_5z,NH2,pvdz,65,N/A,N/A,66,62.69,28.41
g2_new_projection_5z,NH2,pvqz,69,N/A,N/A,1584,425.00,75.63
g2_new_projection_5z,NH2,pvtz,44,N/A,N/A,586,234.00,38.21
g2_new_projection_5z,NH3,avdz,45,N/A,N/A,126,121.30,14.06
g2_new_projection_5z,NH3,avqz,570,N/A,N/A,3724,1895.00,96.32
g2_new_projection_5z,NH3,avtz,60,N/A,N/A,434,317.00,18.99
g2_new_projection_5z,NH3,pvdz,117,N/A,N/A,81,79.70,16.51
g2_new_projection_5z,NH3,pvqz,222,N/A,N/A,1607,837.00,49.45
g2_new_projection_5z,NH3,pvtz,134,N/A,N/A,787,510.00,34.50
g2_new_projection_5z,NO,avdz,10,N/A,N/A,94,83.60,29.13
g2_new_projection_5z,NO,avqz,105,N/A,N/A,2634,836.00,276.82
g2_new_projection_5z,NO,avtz,18,N/A,N/A,493,282.00,62.72
g2_new_projection_5z,NO,pvdz,60,N/A,N/A,82,77.73,50.64
g2_new_projection_5z,NO,pvqz,53,N/A,N/A,1187,414.00,109.13
g2_new_projection_5z,NO,pvtz,26,N/A,N/A,239,176.00,37.71
g2_new_projection_5z,Na,avdz,5,N/A,N/A,33,30.04,26.23
g2_new_projection_5z,Na,avqz,40,N/A,N/A,970,310.00,149.15
g2_new_projection_5z,Na,avtz,9,N/A,N/A,139,73.00,46.22
g2_new_projection_5z,Na,pvdz,25,N/A,N/A,24,23.09,26.47
g2_new_projection_5z,Na,pvqz,41,N/A,N/A,841,208.00,68.68
g2_new_projection_5z,Na,pvtz,16,N/A,N/A,109,56.90,32.42
g2_new_projection_5z,Na2,avdz,63,N/A,N/A,208,198.84,27.44
g2_new_projection_5z,Na2,avqz,534,N/A,N/A,7920,5472.00,880.81
g2_new_projection_5z,Na2,avtz,124,N/A,N/A,710,501.00,148.70
g2_new_projection_5z,Na2,pvdz,274,N/A,N/A,91,87.86,17.83
g2_new_projection_5z,Na2,pvqz,639,N/A,N/A,4334,1957.00,508.83
g2_new_projection_5z,Na2,pvtz,196,N/A,N/A,687,499.00,77.01
g2_new_projection_5z,NaCl,avdz,64,N/A,N/A,192,178.00,19.33
g2_new_projection_5z,NaCl,avqz,293,N/A,N/A,3648,1499.00,215.14
g2_new_projection_5z,NaCl,avtz,117,N/A,N/A,755,504.00,94.23
g2_new_projection_5z,NaCl,pvdz,178,N/A,N/A,110,108.32,17.12
g2_new_projection_5z,NaCl,pvqz,159,N/A,N/A,1417,747.00,152.71
g2_new_projection_5z,NaCl,pvtz,79,N/A,N/A,341,283.00,29.47
g2_new_projection_5z,O,avdz,3,N/A,N/A,19,18.39,23.64
g2_new_projection_5z,O,avqz,4,N/A,N/A,162,51.00,34.56
g2_new_projection_5z,O,avtz,2,N/A,N/A,47,34.60,26.25
g2_new_projection_5z,O,pvdz,5,N/A,N/A,17,16.92,22.34
g2_new_projection_5z,O,pvqz,6,N/A,N/A,99,52.20,27.25
g2_new_projection_5z,O,pvtz,4,N/A,N/A,43,39.07,23.70
g2_new_projection_5z,O2,avdz,10,N/A,N/A,88,77.60,31.62
g2_new_projection_5z,O2,avqz,114,N/A,N/A,3191,1140.00,361.02
g2_new_projection_5z,O2,avtz,19,N/A,N/A,370,183.00,44.26
g2_new_projection_5z,O2,pvdz,57,N/A,N/A,89,87.68,29.21
g2_new_projection_5z,O2,pvqz,54,N/A,N/A,1726,617.00,130.81
g2_new_projection_5z,O2,pvtz,26,N/A,N/A,223,160.00,42.57
g2_new_projection_5z,O2S,avdz,50,N/A,N/A,263,249.00,22.86
g2_new_projection_5z,O2S,avqz,556,N/A,N/A,6442,4132.00,556.35
g2_new_projection_5z,O2S,avtz,90,N/A,N/A,980,748.00,75.64
g2_new_projection_5z,O2S,pvdz,210,N/A,N/A,210,208.35,23.63
g2_new_projection_5z,O2S,pvqz,200,N/A,N/A,1888,1176.00,198.81
g2_new_projection_5z,O2S,pvtz,111,N/A,N/A,602,538.00,35.64
g2_new_projection_5z,O2_old,avdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,O2_old,avqz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,O2_old,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,O2_old,pvdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,O2_old,pvqz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,O2_old,pvtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,OCl,avdz,24,N/A,N/A,204,182.80,31.45
g2_new_projection_5z,OCl,avqz,131,N/A,N/A,4579,979.00,305.17
g2_new_projection_5z,OCl,avtz,46,N/A,N/A,768,401.00,83.82
g2_new_projection_5z,OCl,pvdz,42,N/A,N/A,78,76.70,52.19
g2_new_projection_5z,OCl,pvqz,44,N/A,N/A,860,379.00,98.25
g2_new_projection_5z,OCl,pvtz,24,N/A,N/A,220,175.60,39.32
g2_new_projection_5z,OS,avdz,11,N/A,N/A,122,111.10,30.32
g2_new_projection_5z,OS,avqz,67,N/A,N/A,2622,795.00,355.67
g2_new_projection_5z,OS,avtz,19,N/A,N/A,516,298.00,45.71
g2_new_projection_5z,OS,pvdz,42,N/A,N/A,84,82.70,30.47
g2_new_projection_5z,OS,pvqz,43,N/A,N/A,881,392.00,85.07
g2_new_projection_5z,OS,pvtz,25,N/A,N/A,228,183.20,35.79
g2_new_projection_5z,P,avdz,1,N/A,N/A,32,31.48,24.20
g2_new_projection_5z,P,avqz,5,N/A,N/A,174,84.00,29.30
g2_new_projection_5z,P,avtz,2,N/A,N/A,47,37.73,25.43
g2_new_projection_5z,P,pvdz,3,N/A,N/A,23,22.94,30.79
g2_new_projection_5z,P,pvqz,5,N/A,N/A,68,54.90,24.43
g2_new_projection_5z,P,pvtz,4,N/A,N/A,42,40.59,23.57
g2_new_projection_5z,P2,avdz,17,N/A,N/A,111,108.33,14.82
g2_new_projection_5z,P2,avqz,103,N/A,N/A,1067,624.00,71.74
g2_new_projection_5z,P2,avtz,18,N/A,N/A,323,273.40,17.59
g2_new_projection_5z,P2,pvdz,61,N/A,N/A,97,96.66,17.80
g2_new_projection_5z,P2,pvqz,36,N/A,N/A,388,318.00,21.57
g2_new_projection_5z,P2,pvtz,23,N/A,N/A,209,200.99,14.97
g2_new_projection_5z,PH2,avdz,11,N/A,N/A,93,84.65,25.82
g2_new_projection_5z,PH2,avqz,151,N/A,N/A,4279,1415.00,143.17
g2_new_projection_5z,PH2,avtz,22,N/A,N/A,380,176.00,32.65
g2_new_projection_5z,PH2,pvdz,65,N/A,N/A,69,68.08,27.03
g2_new_projection_5z,PH2,pvqz,63,N/A,N/A,1149,376.00,48.81
g2_new_projection_5z,PH2,pvtz,42,N/A,N/A,548,267.00,35.37
g2_new_projection_5z,PH3,avdz,27,N/A,N/A,107,102.94,14.10
g2_new_projection_5z,PH3,avqz,389,N/A,N/A,3329,1712.00,104.27
g2_new_projection_5z,PH3,avtz,98,N/A,N/A,450,331.00,27.10
g2_new_projection_5z,PH3,pvdz,114,N/A,N/A,96,95.50,17.03
g2_new_projection_5z,PH3,pvqz,179,N/A,N/A,1993,1201.00,39.91
g2_new_projection_5z,PH3,pvtz,133,N/A,N/A,728,492.00,22.03
g2_new_projection_5z,S,avdz,4,N/A,N/A,33,32.23,23.82
g2_new_projection_5z,S,avqz,4,N/A,N/A,171,55.00,31.75
g2_new_projection_5z,S,avtz,2,N/A,N/A,44,32.40,47.10
g2_new_projection_5z,S,pvdz,3,N/A,N/A,22,21.92,22.54
g2_new_projection_5z,S,pvqz,4,N/A,N/A,71,53.40,26.40
g2_new_projection_5z,S,pvtz,3,N/A,N/A,43,41.10,24.72
g2_new_projection_5z,S2,avdz,11,N/A,N/A,150,137.80,29.85
g2_new_projection_5z,S2,avqz,65,N/A,N/A,2693,854.00,336.87
g2_new_projection_5z,S2,avtz,19,N/A,N/A,492,284.00,43.00
g2_new_projection_5z,S2,pvdz,44,N/A,N/A,101,99.65,28.96
g2_new_projection_5z,S2,pvqz,42,N/A,N/A,614,337.00,63.97
g2_new_projection_5z,S2,pvtz,23,N/A,N/A,239,209.60,33.37
g2_new_projection_5z,Si,avdz,4,N/A,N/A,25,24.49,23.66
g2_new_projection_5z,Si,avqz,4,N/A,N/A,262,168.00,29.26
g2_new_projection_5z,Si,avtz,2,N/A,N/A,57,47.05,25.49
g2_new_projection_5z,Si,pvdz,3,N/A,N/A,29,28.92,22.34
g2_new_projection_5z,Si,pvqz,5,N/A,N/A,107,70.60,25.54
g2_new_projection_5z,Si,pvtz,4,N/A,N/A,49,46.03,23.67
g2_new_projection_5z,Si2,avdz,11,N/A,N/A,120,109.40,26.73
g2_new_projection_5z,Si2,avqz,118,N/A,N/A,2740,928.00,189.64
g2_new_projection_5z,Si2,avtz,23,N/A,N/A,416,231.00,53.96
g2_new_projection_5z,Si2,pvdz,44,N/A,N/A,94,92.69,28.54
g2_new_projection_5z,Si2,pvqz,68,N/A,N/A,1265,505.00,67.84
g2_new_projection_5z,Si2,pvtz,27,N/A,N/A,283,219.00,31.13
g2_new_projection_5z,Si2H6,avdz,391,N/A,N/A,1324,1259.00,32.93
g2_new_projection_5z,Si2H6,avqz,9741,N/A,N/A,74267,44387.00,1277.49
g2_new_projection_5z,Si2H6,avtz,1051,N/A,N/A,5368,3431.00,238.95
g2_new_projection_5z,Si2H6,pvdz,2482,N/A,N/A,668,660.99,N/A
g2_new_projection_5z,Si2H6,pvqz,4086,N/A,N/A,24343,11923.00,739.99
g2_new_projection_5z,Si2H6,pvtz,2378,N/A,N/A,8611,5011.00,337.02
g2_new_projection_5z,SiH2,avdz,11,N/A,N/A,71,69.20,13.00
g2_new_projection_5z,SiH2,avqz,144,N/A,N/A,1278,667.00,44.15
g2_new_projection_5z,SiH2,avtz,22,N/A,N/A,198,150.30,16.65
g2_new_projection_5z,SiH2,pvdz,65,N/A,N/A,73,72.76,13.38
g2_new_projection_5z,SiH2,pvqz,70,N/A,N/A,736,449.00,29.03
g2_new_projection_5z,SiH2,pvtz,45,N/A,N/A,328,242.00,16.08
g2_new_projection_5z,SiH2_triplet,avdz,11,N/A,N/A,83,75.68,25.81
g2_new_projection_5z,SiH2_triplet,avqz,99,N/A,N/A,3511,1010.00,146.60
g2_new_projection_5z,SiH2_triplet,avtz,34,N/A,N/A,379,179.00,50.15
g2_new_projection_5z,SiH2_triplet,pvdz,64,N/A,N/A,66,65.11,25.83
g2_new_projection_5z,SiH2_triplet,pvqz,81,N/A,N/A,2147,610.00,67.03
g2_new_projection_5z,SiH2_triplet,pvtz,46,N/A,N/A,630,279.00,37.12
g2_new_projection_5z,SiH3,avdz,45,N/A,N/A,146,129.30,26.64
g2_new_projection_5z,SiH3,avqz,389,N/A,N/A,9135,2295.00,265.81
g2_new_projection_5z,SiH3,avtz,61,N/A,N/A,905,409.00,50.76
g2_new_projection_5z,SiH3,pvdz,113,N/A,N/A,94,92.22,26.92
g2_new_projection_5z,SiH3,pvqz,226,N/A,N/A,4190,1060.00,148.16
g2_new_projection_5z,SiH3,pvtz,135,N/A,N/A,1767,617.00,78.49
g2_new_projection_5z,SiH4,avdz,57,N/A,N/A,178,170.09,14.26
g2_new_projection_5z,SiH4,avqz,854,N/A,N/A,6790,3375.00,141.85
g2_new_projection_5z,SiH4,avtz,136,N/A,N/A,1144,866.00,26.50
g2_new_projection_5z,SiH4,pvdz,237,N/A,N/A,144,143.14,15.53
g2_new_projection_5z,SiH4,pvqz,488,N/A,N/A,3429,1733.00,65.24
g2_new_projection_5z,SiH4,pvtz,282,N/A,N/A,1669,977.00,46.04
g2_new_projection_5z,SiO,avdz,17,N/A,N/A,101,98.34,14.35
g2_new_projection_5z,SiO,avqz,67,N/A,N/A,1072,612.00,85.64
g2_new_projection_5z,SiO,avtz,19,N/A,N/A,234,187.90,19.21
g2_new_projection_5z,SiO,pvdz,42,N/A,N/A,92,91.67,17.41
g2_new_projection_5z,SiO,pvqz,51,N/A,N/A,939,673.00,29.30
g2_new_projection_5z,SiO,pvtz,27,N/A,N/A,208,191.70,16.55
g2_new_projection_5z,old_Si2,avdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,old_Si2,avqz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,old_Si2,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,old_Si2,pvdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,old_Si2,pvqz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,old_Si2,pvtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection,Be,avdz,8,10.19,2.66,N/A,N/A,12.01
g2_projection,Be,avtz,9,10.20,2.55,43,37.47,18.43
g2_projection,BeH,avdz,11,19.47,4.17,N/A,N/A,23.15
g2_projection,BeH,avtz,14,18.97,4.20,217,126.00,46.34
g2_projection,C,avdz,8,15.66,7.80,N/A,N/A,23.74
g2_projection,C,avtz,9,15.58,7.61,68,51.30,45.97
g2_projection,C2H2,avdz,91,64.75,94.17,358,338.50,15.86
g2_projection,C2H2,avtz,154,65.98,94.65,1273,812.00,33.24
g2_projection,C2H4,avdz,288,86.92,127.33,697,644.20,23.22
g2_projection,C2H4,avtz,535,107.51,144.56,3481,2021.00,66.00
g2_projection,C2H6,avdz,737,113.34,170.79,1123,997.00,35.54
g2_projection,C2H6,avtz,1651,111.11,170.11,N/A,N/A,N/A
g2_projection,CH,avdz,10,25.64,18.47,N/A,N/A,26.30
g2_projection,CH,avtz,14,25.54,18.29,217,99.00,29.79
g2_projection,CH2,avdz,21,33.07,25.18,N/A,N/A,26.10
g2_projection,CH2,avtz,36,37.03,27.48,662,280.00,33.25
g2_projection,CH2O,avdz,96,87.33,242.44,355,335.00,17.32
g2_projection,CH2O,avtz,160,86.25,236.69,1293,826.00,60.64
g2_projection,CH2_singlet,avdz,21,31.35,25.28,N/A,N/A,13.09
g2_projection,CH2_singlet,avtz,34,31.39,24.87,320,228.00,30.94
g2_projection,CH3,avdz,59,39.66,32.23,N/A,N/A,26.85
g2_projection,CH3,avtz,92,39.51,32.45,1419,478.00,48.28
g2_projection,CH3Cl,avdz,181,111.05,207.89,523,487.80,27.65
g2_projection,CH3Cl,avtz,374,137.19,243.40,2637,1719.00,135.99
g2_projection,CH4,avdz,94,57.58,44.74,N/A,N/A,14.06
g2_projection,CH4,avtz,195,48.35,44.83,1295,790.00,39.72
g2_projection,CH4O,avdz,299,111.83,311.05,638,583.20,24.48
g2_projection,CH4O,avtz,655,118.15,305.92,3655,2141.00,90.17
g2_projection,CH4S,avdz,302,115.99,176.97,746,688.60,25.93
g2_projection,CH4S,avtz,644,115.50,176.78,4108,2589.00,200.88
g2_projection,CHO,avdz,63,75.43,205.43,272,228.00,35.53
g2_projection,CHO,avtz,92,74.70,205.25,1459,549.00,124.69
g2_projection,CN,avdz,28,52.91,95.54,163,141.60,29.29
g2_projection,CN,avtz,38,52.88,94.97,663,302.00,43.44
g2_projection,CNH,avdz,46,70.90,151.00,249,238.10,16.26
g2_projection,CNH,avtz,74,70.83,173.32,727,501.00,31.56
g2_projection,CO,avdz,21,57.33,139.03,149,143.61,14.03
g2_projection,CO,avtz,33,76.90,140.40,386,297.00,27.69
g2_projection,CO2,avdz,92,108.17,398.32,456,431.30,22.34
g2_projection,CO2,avtz,146,107.84,399.06,1400,952.00,60.51
g2_projection,CS,avdz,21,60.69,75.17,166,160.73,13.69
g2_projection,CS,avtz,31,60.35,84.18,503,412.00,21.01
g2_projection,Cl,avdz,5,29.63,21.52,N/A,N/A,23.79
g2_projection,Cl,avtz,6,28.90,21.33,84,60.80,50.74
g2_projection,Cl2,avdz,22,76.68,111.12,193,187.28,15.25
g2_projection,Cl2,avtz,31,94.74,135.50,506,414.00,35.50
g2_projection,F,avdz,4,27.82,47.77,N/A,N/A,24.75
g2_projection,F,avtz,5,29.02,47.69,69,46.50,50.94
g2_projection,F2,avdz,23,73.43,271.78,141,135.82,16.04
g2_projection,F2,avtz,31,72.56,266.66,365,276.00,29.11
g2_projection,FCl,avdz,22,80.64,237.43,156,150.63,15.26
g2_projection,FCl,avtz,31,80.72,239.15,398,307.00,22.47
g2_projection,H,avdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection,H,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection,H2O,avdz,21,44.66,88.19,97,93.52,14.01
g2_projection,H2O,avtz,35,52.97,102.75,345,252.00,32.33
g2_projection,H2O2,avdz,98,92.32,307.71,322,301.90,20.55
g2_projection,H2O2,avtz,191,90.40,303.80,1350,879.00,78.81
g2_projection,H2S,avdz,22,48.48,36.11,120,116.31,12.91
g2_projection,H2S,avtz,35,49.12,35.73,346,251.00,23.54
g2_projection,HCl,avdz,9,43.27,58.05,68,66.70,12.99
g2_projection,HCl,avtz,13,53.21,43.84,136,105.60,17.28
g2_projection,HF,avdz,10,42.27,105.03,55,53.72,14.25
g2_projection,HF,avtz,13,42.46,103.14,126,96.00,26.78
g2_projection,HO,avdz,10,35.98,61.50,60,55.05,25.60
g2_projection,HO,avtz,14,35.39,61.65,223,102.00,29.66
g2_projection,HOCl,avdz,49,95.72,264.85,262,251.00,17.77
g2_projection,HOCl,avtz,78,94.70,366.81,773,551.00,32.19
g2_projection,Li,avdz,6,3.74,0.97,8,7.99,30.58
g2_projection,Li,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection,Li2,avdz,21,124.13,5.19,140,134.88,N/A
g2_projection,Li2,avtz,33,230.07,22.08,278,190.00,22.32
g2_projection,LiF,avdz,22,61.24,264.49,191,185.76,17.92
g2_projection,LiF,avtz,31,64.42,182.37,444,355.00,53.68
g2_projection,LiH,avdz,9,18.33,3.33,N/A,N/A,11.92
g2_projection,LiH,avtz,13,18.75,4.75,113,83.50,23.52
g2_projection,N,avdz,4,20.54,14.27,N/A,N/A,23.14
g2_projection,N,avtz,9,20.13,14.84,68,51.80,43.76
g2_projection,N2,avdz,20,54.88,105.88,163,157.88,14.01
g2_projection,N2,avtz,30,53.84,127.92,378,289.00,23.74
g2_projection,N2H4,avdz,300,109.05,250.78,689,632.90,25.67
g2_projection,N2H4,avtz,656,135.76,251.53,3697,2186.00,90.02
g2_projection,NH,avdz,9,40.99,33.02,63,57.97,25.26
g2_projection,NH,avtz,13,35.88,36.26,222,103.00,48.35
g2_projection,NH2,avdz,27,48.16,48.08,110,95.80,26.02
g2_projection,NH2,avtz,40,39.26,47.84,644,254.00,32.31
g2_projection,NH3,avdz,49,48.68,66.74,159,150.56,13.84
g2_projection,NH3,avtz,97,47.59,68.09,774,523.00,28.08
g2_projection,NO,avdz,25,63.61,174.31,172,151.40,35.69
g2_projection,NO,avtz,38,63.54,174.87,689,320.00,64.19
g2_projection,Na,avdz,17,41.88,115.17,44,38.75,26.53
g2_projection,Na,avtz,18,52.89,94.57,N/A,N/A,N/A
g2_projection,Na2,avdz,135,119.50,571.04,218,202.80,29.83
g2_projection,Na2,avtz,207,128.18,480.96,N/A,N/A,N/A
g2_projection,NaCl,avdz,56,98.32,367.35,196,181.70,20.02
g2_projection,NaCl,avtz,84,106.99,300.11,N/A,N/A,N/A
g2_projection,O,avdz,3,22.90,27.12,N/A,N/A,23.72
g2_projection,O,avtz,9,22.49,27.30,67,45.00,46.41
g2_projection,O2,avdz,20,61.29,178.99,167,138.30,30.86
g2_projection,O2,avtz,31,60.76,221.15,649,292.00,53.97
g2_projection,O2S,avdz,95,129.85,491.39,486,459.60,26.78
g2_projection,O2S,avtz,155,131.00,482.83,1482,1007.00,95.49
g2_projection,O2_old,avdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection,O2_old,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection,OCl,avdz,28,75.68,176.32,178,156.40,31.92
g2_projection,OCl,avtz,40,74.56,175.59,683,315.00,80.91
g2_projection,OS,avdz,22,71.98,172.71,184,162.60,30.66
g2_projection,OS,avtz,34,71.55,204.13,734,367.00,52.49
g2_projection,P,avdz,4,21.45,9.09,N/A,N/A,24.02
g2_projection,P,avtz,5,21.55,8.85,79,62.00,26.68
g2_projection,P2,avdz,22,57.33,42.19,188,182.67,13.99
g2_projection,P2,avtz,32,65.36,50.93,444,354.00,22.61
g2_projection,PH2,avdz,28,41.08,25.68,132,110.80,25.98
g2_projection,PH2,avtz,39,40.85,25.70,677,278.00,63.24
g2_projection,PH3,avdz,49,50.32,32.82,194,185.78,13.75
g2_projection,PH3,avtz,100,57.84,38.53,743,506.00,34.66
g2_projection,S,avdz,4,25.29,15.17,N/A,N/A,23.74
g2_projection,S,avtz,5,25.38,16.69,80,57.20,31.07
g2_projection,S2,avdz,22,69.29,73.97,217,196.00,29.08
g2_projection,S2,avtz,33,77.21,90.34,757,382.00,54.01
g2_projection,Si,avdz,4,17.55,5.43,N/A,N/A,24.28
g2_projection,Si,avtz,5,17.31,5.35,77,59.70,26.79
g2_projection,Si2,avdz,22,43.37,23.25,210,188.30,28.07
g2_projection,Si2,avtz,40,56.99,28.00,768,391.00,36.21
g2_projection,Si2H6,avdz,741,124.33,74.90,1442,1314.00,32.70
g2_projection,Si2H6,avtz,1681,158.06,74.15,N/A,N/A,N/A
g2_projection,SiH2,avdz,21,34.77,17.12,122,118.39,13.73
g2_projection,SiH2,avtz,34,34.47,14.98,380,285.00,18.43
g2_projection,SiH2_triplet,avdz,22,36.73,14.83,136,121.30,24.83
g2_projection,SiH2_triplet,avtz,35,36.09,14.84,683,287.00,49.06
g2_projection,SiH3,avdz,63,43.90,18.79,221,187.50,27.44
g2_projection,SiH3,avtz,112,43.86,18.82,1522,556.00,52.08
g2_projection,SiH4,avdz,96,54.56,41.22,317,301.00,14.96
g2_projection,SiH4,avtz,198,65.53,30.67,1506,1003.00,28.83
g2_projection,SiO,avdz,21,63.57,126.81,174,168.76,14.91
g2_projection,SiO,avtz,31,63.35,125.79,414,324.00,25.64
g2_projection,old_Si2,avdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection,old_Si2,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,Be,avdz,4,N/A,N/A,27,26.74,14.60
g2_projection_5z,Be,avqz,10,N/A,N/A,74,42.20,18.50
g2_projection_5z,Be,avtz,4,N/A,N/A,31,27.69,12.99
g2_projection_5z,Be,pvdz,4,N/A,N/A,18,17.99,12.65
g2_projection_5z,BeH,avdz,17,N/A,N/A,62,58.87,29.32
g2_projection_5z,BeH,avqz,59,N/A,N/A,1032,502.00,61.54
g2_projection_5z,BeH,avtz,20,N/A,N/A,115,69.40,65.95
g2_projection_5z,BeH,pvdz,14,N/A,N/A,30,29.92,31.11
g2_projection_5z,C,avdz,4,N/A,N/A,30,29.28,29.49
g2_projection_5z,C,avqz,10,N/A,N/A,261,168.00,44.57
g2_projection_5z,C,avtz,4,N/A,N/A,48,38.16,38.22
g2_projection_5z,C,pvdz,4,N/A,N/A,22,21.94,22.39
g2_projection_5z,C2H2,avdz,282,N/A,N/A,306,289.90,20.60
g2_projection_5z,C2H2,avqz,1112,N/A,N/A,8355,5060.00,384.57
g2_projection_5z,C2H2,avtz,368,N/A,N/A,860,624.00,67.03
g2_projection_5z,C2H2,pvdz,220,N/A,N/A,210,208.66,19.72
g2_projection_5z,C2H4,avdz,979,N/A,N/A,555,509.80,26.60
