basis,n_species,MAE_kcal_mol,RMSE_kcal_mol,abs_MaxE_kcal_mol
F12_aug-cc-pV(D+d)Z,55,4.008053258412935,4.685789113046568,10.231571003128693
F12_aug-cc-pV(T+d)Z,55,0.9355995086873634,1.2550523486491674,4.421746994751544
F12_aug-cc-pV(Q+d)Z,55,1.1142410256728041,2.326144885942546,14.528585969731996
F12_aug-cc-pV(5+d)Z,52,0.4813601408152168,0.6753639254192078,3.1517242950703235
